case_id,checkpoint_id,step_position,trial_id,perturbation_id,verifier_pass,verifier_rule_triggered,verifier_error_code,gate_pass,unverifiable_flag
dtest_case_0192,chk_00221,t2,trial_02335,perturb_09,True,none,,True,False
dtest_case_0068,chk_00406,t1,trial_02336,perturb_09,False,rule_typecheck,ERR_CONSTRAINT,False,False
dtest_case_0224,chk_00651,t2,trial_02337,perturb_05,True,none,,True,False
dtest_case_0127,chk_00763,t1,trial_02338,perturb_08,True,none,,False,False
dtest_case_0147,chk_00949,t0,trial_02339,perturb_01,True,rule_hc3,,True,False
dtest_case_0121,chk_00203,t2,trial_02340,perturb_02,False,rule_hc2,ERR_FORMAT,False,False
dtest_case_0053,chk_00031,t2,trial_02341,perturb_01,True,rule_hc3,,True,False
dtest_case_0331,chk_00816,t2,trial_02342,perturb_07,True,rule_hc1,,True,False
dtest_case_0289,chk_00131,t2,trial_02343,perturb_06,True,rule_consistency,,True,False
dtest_case_0247,chk_00188,t0,trial_02344,perturb_06,True,rule_hc1,,True,False
dtest_case_0022,chk_00152,t1,trial_02345,perturb_03,False,rule_hc2,ERR_FORMAT,False,False
dtest_case_0234,chk_00291,t0,trial_02346,perturb_09,True,rule_hc2,,True,False
dtest_case_0049,chk_00073,t0,trial_02347,perturb_08,True,rule_consistency,,True,True
dtest_case_0218,chk_00245,t2,trial_02348,perturb_01,False,rule_consistency,ERR_SCHEMA,False,False
dtest_case_0002,chk_00370,t2,trial_02349,perturb_00,False,rule_typecheck,ERR_TYPE,False,False
dtest_case_0124,chk_00099,t0,trial_02350,perturb_06,True,rule_hc2,,True,False
dtest_case_0102,chk_00398,t2,trial_02351,perturb_01,True,rule_hc3,,True,False
dtest_case_0172,chk_00974,t2,trial_02352,perturb_05,True,rule_hc1,,True,False
dtest_case_0014,chk_00557,t2,trial_02353,perturb_02,True,none,,True,False
dtest_case_0245,chk_00858,t2,trial_02354,perturb_07,True,rule_hc2,,True,False
dtest_case_0005,chk_00635,t2,trial_02355,perturb_05,False,none,ERR_SCHEMA,False,False
dtest_case_0353,chk_00144,t2,trial_02356,perturb_00,False,rule_hc3,ERR_FORMAT,False,True
dtest_case_0224,chk_00515,t0,trial_02357,perturb_03,True,none,,True,True
dtest_case_0216,chk_00488,t2,trial_02358,perturb_09,True,rule_hc3,,True,False
dtest_case_0240,chk_00898,t1,trial_02359,perturb_01,True,rule_typecheck,,True,False
dtest_case_0355,chk_00876,t2,trial_02360,perturb_08,False,rule_hc3,ERR_TYPE,False,False
dtest_case_0356,chk_00201,t2,trial_02361,perturb_09,False,rule_hc2,ERR_TYPE,False,False
dtest_case_0344,chk_00553,t1,trial_02362,perturb_02,True,rule_hc2,,True,False
dtest_case_0043,chk_00912,t2,trial_02363,perturb_02,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0279,chk_00290,t1,trial_02364,perturb_02,True,none,,True,True
dtest_case_0018,chk_00916,t0,trial_02365,perturb_02,True,rule_hc1,,True,False
dtest_case_0351,chk_00107,t0,trial_02366,perturb_04,True,rule_hc1,,True,True
dtest_case_0121,chk_00149,t1,trial_02367,perturb_03,True,rule_consistency,,True,False
dtest_case_0151,chk_00078,t0,trial_02368,perturb_06,True,rule_typecheck,,True,True
dtest_case_0159,chk_00669,t1,trial_02369,perturb_01,False,rule_hc1,ERR_FORMAT,False,False
dtest_case_0055,chk_00205,t1,trial_02370,perturb_01,False,none,ERR_TYPE,False,False
dtest_case_0138,chk_00308,t0,trial_02371,perturb_01,False,rule_hc2,ERR_CONSTRAINT,False,False
dtest_case_0033,chk_00920,t1,trial_02372,perturb_05,True,rule_hc1,,True,False
dtest_case_0282,chk_00919,t0,trial_02373,perturb_00,True,rule_consistency,,True,False
dtest_case_0060,chk_00804,t2,trial_02374,perturb_05,False,rule_hc3,ERR_FORMAT,False,True
dtest_case_0346,chk_00307,t2,trial_02375,perturb_03,True,rule_typecheck,,True,False
dtest_case_0207,chk_00355,t1,trial_02376,perturb_04,False,rule_hc3,ERR_TYPE,False,True
dtest_case_0059,chk_00471,t1,trial_02377,perturb_01,False,none,ERR_CONSTRAINT,False,False
dtest_case_0232,chk_00678,t1,trial_02378,perturb_03,False,none,ERR_SCHEMA,False,False
dtest_case_0149,chk_00822,t2,trial_02379,perturb_07,True,rule_hc3,,True,False
dtest_case_0025,chk_00336,t1,trial_02380,perturb_06,True,rule_typecheck,,True,False
dtest_case_0276,chk_00621,t0,trial_02381,perturb_05,True,rule_typecheck,,True,False
dtest_case_0190,chk_00600,t0,trial_02382,perturb_04,False,rule_typecheck,ERR_FORMAT,False,False
dtest_case_0320,chk_00218,t2,trial_02383,perturb_06,True,rule_consistency,,True,False
dtest_case_0311,chk_00317,t0,trial_02384,perturb_03,True,rule_hc2,,False,False
dtest_case_0244,chk_00814,t2,trial_02385,perturb_02,True,rule_hc2,,True,False
dtest_case_0208,chk_00773,t0,trial_02386,perturb_00,True,none,,True,False
dtest_case_0269,chk_00572,t2,trial_02387,perturb_01,True,rule_hc2,,False,False
dtest_case_0083,chk_00931,t2,trial_02388,perturb_09,True,rule_typecheck,,True,False
dtest_case_0012,chk_00600,t1,trial_02389,perturb_08,True,rule_hc2,,True,False
dtest_case_0209,chk_00698,t1,trial_02390,perturb_06,True,rule_consistency,,True,False
dtest_case_0192,chk_00990,t0,trial_02391,perturb_00,True,rule_consistency,,True,False
dtest_case_0224,chk_00342,t1,trial_02392,perturb_07,True,rule_hc2,,True,False
dtest_case_0100,chk_00450,t0,trial_02393,perturb_09,True,rule_hc1,,True,False
dtest_case_0302,chk_00484,t0,trial_02394,perturb_09,False,rule_hc3,ERR_SCHEMA,False,False
dtest_case_0155,chk_00163,t2,trial_02395,perturb_09,False,rule_typecheck,ERR_TYPE,False,False
dtest_case_0218,chk_00491,t1,trial_02396,perturb_08,True,rule_hc1,,True,False
dtest_case_0027,chk_00553,t1,trial_02397,perturb_08,True,none,,True,False
dtest_case_0250,chk_00395,t0,trial_02398,perturb_03,False,rule_hc3,ERR_SCHEMA,False,True
dtest_case_0202,chk_00643,t1,trial_02399,perturb_00,True,rule_hc3,,False,False
dtest_case_0081,chk_00938,t2,trial_02400,perturb_04,True,rule_consistency,,False,False
dtest_case_0051,chk_00963,t0,trial_02401,perturb_00,True,rule_typecheck,,True,False
dtest_case_0227,chk_00657,t0,trial_02402,perturb_04,True,rule_consistency,,True,False
dtest_case_0222,chk_00961,t1,trial_02403,perturb_00,True,rule_consistency,,True,False
dtest_case_0366,chk_00590,t2,trial_02404,perturb_06,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0185,chk_00731,t0,trial_02405,perturb_04,True,none,,True,False
dtest_case_0201,chk_00404,t1,trial_02406,perturb_01,True,rule_hc1,,False,True
dtest_case_0220,chk_00818,t2,trial_02407,perturb_08,False,rule_typecheck,ERR_SCHEMA,False,False
dtest_case_0107,chk_00586,t1,trial_02408,perturb_06,True,rule_hc3,,False,False
dtest_case_0365,chk_00774,t1,trial_02409,perturb_09,True,rule_hc1,,True,True
dtest_case_0247,chk_00531,t0,trial_02410,perturb_05,True,rule_hc3,,True,False
dtest_case_0018,chk_00630,t2,trial_02411,perturb_06,True,rule_consistency,,True,False
dtest_case_0200,chk_00531,t2,trial_02412,perturb_05,True,rule_typecheck,,True,False
dtest_case_0056,chk_00142,t0,trial_02413,perturb_05,False,none,ERR_CONSTRAINT,False,False
dtest_case_0109,chk_00205,t1,trial_02414,perturb_06,True,rule_consistency,,True,False
dtest_case_0077,chk_00481,t0,trial_02415,perturb_02,True,none,,True,False
dtest_case_0216,chk_00341,t1,trial_02416,perturb_01,True,none,,True,False
dtest_case_0268,chk_00554,t2,trial_02417,perturb_05,False,none,ERR_SCHEMA,False,False
dtest_case_0227,chk_00236,t0,trial_02418,perturb_03,True,rule_consistency,,False,False
dtest_case_0299,chk_00701,t1,trial_02419,perturb_05,True,rule_consistency,,True,False
dtest_case_0093,chk_00757,t2,trial_02420,perturb_03,True,rule_typecheck,,False,False
dtest_case_0074,chk_00287,t0,trial_02421,perturb_08,True,rule_hc1,,True,True
dtest_case_0169,chk_00665,t2,trial_02422,perturb_09,False,rule_hc3,ERR_FORMAT,False,False
dtest_case_0317,chk_00235,t1,trial_02423,perturb_07,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0002,chk_00400,t0,trial_02424,perturb_09,False,rule_hc2,ERR_SCHEMA,False,False
dtest_case_0141,chk_00747,t1,trial_02425,perturb_07,False,none,ERR_SCHEMA,False,True
dtest_case_0132,chk_00675,t1,trial_02426,perturb_06,False,rule_consistency,ERR_TYPE,False,False
dtest_case_0080,chk_00966,t0,trial_02427,perturb_02,True,rule_typecheck,,True,False
dtest_case_0047,chk_00280,t2,trial_02428,perturb_09,False,rule_hc2,ERR_CONSTRAINT,False,False
dtest_case_0265,chk_00138,t2,trial_02429,perturb_02,True,rule_hc3,,True,False
dtest_case_0323,chk_00606,t0,trial_02430,perturb_05,False,rule_hc3,ERR_CONSTRAINT,False,False
dtest_case_0211,chk_00626,t2,trial_02431,perturb_03,True,none,,False,True
dtest_case_0272,chk_00680,t2,trial_02432,perturb_03,False,none,ERR_SCHEMA,False,False
dtest_case_0181,chk_00715,t0,trial_02433,perturb_02,True,rule_hc3,,True,True
dtest_case_0107,chk_00095,t1,trial_02434,perturb_02,True,rule_typecheck,,False,False
dtest_case_0250,chk_00945,t1,trial_02435,perturb_00,True,rule_hc2,,True,False
dtest_case_0186,chk_00477,t2,trial_02436,perturb_07,True,rule_hc2,,True,False
dtest_case_0277,chk_00395,t0,trial_02437,perturb_09,True,rule_consistency,,True,True
dtest_case_0152,chk_00006,t1,trial_02438,perturb_06,True,rule_hc2,,True,False
dtest_case_0312,chk_00751,t1,trial_02439,perturb_08,False,rule_hc1,ERR_CONSTRAINT,False,False
dtest_case_0202,chk_00932,t2,trial_02440,perturb_08,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0163,chk_00026,t2,trial_02441,perturb_01,True,rule_hc2,,True,True
dtest_case_0194,chk_00325,t2,trial_02442,perturb_08,True,rule_hc3,,False,False
dtest_case_0163,chk_00536,t1,trial_02443,perturb_01,False,rule_hc1,ERR_FORMAT,False,False
dtest_case_0301,chk_00317,t2,trial_02444,perturb_03,True,none,,True,False
dtest_case_0339,chk_00248,t1,trial_02445,perturb_06,True,rule_consistency,,True,False
dtest_case_0053,chk_00659,t1,trial_02446,perturb_03,True,rule_hc1,,True,False
dtest_case_0316,chk_00757,t1,trial_02447,perturb_09,True,rule_hc1,,True,True
dtest_case_0296,chk_00127,t0,trial_02448,perturb_02,True,rule_consistency,,True,False
dtest_case_0003,chk_00328,t1,trial_02449,perturb_08,False,rule_consistency,ERR_FORMAT,False,False
dtest_case_0163,chk_00129,t0,trial_02450,perturb_06,True,rule_typecheck,,True,True
dtest_case_0153,chk_00847,t0,trial_02451,perturb_04,True,rule_hc2,,True,False
dtest_case_0235,chk_00755,t0,trial_02452,perturb_03,True,rule_consistency,,True,False
dtest_case_0202,chk_00597,t2,trial_02453,perturb_07,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0202,chk_00244,t0,trial_02454,perturb_07,True,rule_hc1,,True,False
dtest_case_0139,chk_00525,t1,trial_02455,perturb_03,True,rule_typecheck,,True,False
dtest_case_0313,chk_00014,t1,trial_02456,perturb_04,True,rule_hc3,,True,False
dtest_case_0074,chk_00107,t1,trial_02457,perturb_00,True,rule_hc1,,True,False
dtest_case_0034,chk_00898,t1,trial_02458,perturb_08,True,rule_consistency,,True,False
dtest_case_0238,chk_00800,t1,trial_02459,perturb_07,True,rule_hc3,,True,False
dtest_case_0085,chk_00245,t0,trial_02460,perturb_00,True,rule_hc2,,False,False
dtest_case_0170,chk_00926,t1,trial_02461,perturb_06,False,rule_typecheck,ERR_TYPE,False,True
dtest_case_0243,chk_00600,t0,trial_02462,perturb_06,True,rule_typecheck,,True,False
dtest_case_0106,chk_00840,t1,trial_02463,perturb_01,False,rule_hc2,ERR_CONSTRAINT,False,True
dtest_case_0180,chk_00228,t1,trial_02464,perturb_03,True,none,,True,False
dtest_case_0322,chk_00933,t2,trial_02465,perturb_04,True,none,,True,True
dtest_case_0050,chk_00129,t2,trial_02466,perturb_08,True,rule_hc3,,True,False
dtest_case_0350,chk_00902,t2,trial_02467,perturb_03,True,rule_hc1,,True,False
dtest_case_0322,chk_00145,t0,trial_02468,perturb_09,True,rule_typecheck,,True,True
dtest_case_0059,chk_00806,t1,trial_02469,perturb_07,False,rule_hc1,ERR_FORMAT,False,False
dtest_case_0350,chk_00523,t2,trial_02470,perturb_09,False,rule_typecheck,ERR_SCHEMA,False,False
dtest_case_0160,chk_00044,t0,trial_02471,perturb_06,False,rule_typecheck,ERR_FORMAT,False,True
dtest_case_0172,chk_00511,t0,trial_02472,perturb_02,False,rule_hc3,ERR_SCHEMA,False,False
dtest_case_0146,chk_00350,t1,trial_02473,perturb_04,True,rule_hc2,,True,False
dtest_case_0362,chk_00744,t2,trial_02474,perturb_05,False,rule_hc2,ERR_FORMAT,False,False
dtest_case_0352,chk_00216,t1,trial_02475,perturb_04,False,rule_typecheck,ERR_TYPE,False,False
dtest_case_0081,chk_00404,t0,trial_02476,perturb_06,True,none,,True,True
dtest_case_0111,chk_00435,t1,trial_02477,perturb_09,False,none,ERR_FORMAT,False,True
dtest_case_0240,chk_00867,t0,trial_02478,perturb_01,True,rule_hc1,,True,False
dtest_case_0359,chk_00672,t2,trial_02479,perturb_01,True,none,,True,False
dtest_case_0204,chk_00858,t1,trial_02480,perturb_08,False,rule_consistency,ERR_TYPE,False,False
dtest_case_0148,chk_00739,t0,trial_02481,perturb_05,False,rule_hc1,ERR_TYPE,False,False
dtest_case_0100,chk_00292,t2,trial_02482,perturb_05,True,rule_typecheck,,True,False
dtest_case_0313,chk_00071,t0,trial_02483,perturb_03,False,rule_hc1,ERR_TYPE,False,False
dtest_case_0356,chk_00311,t0,trial_02484,perturb_09,False,rule_hc3,ERR_FORMAT,False,False
dtest_case_0184,chk_00474,t0,trial_02485,perturb_05,False,rule_hc1,ERR_TYPE,False,False
dtest_case_0226,chk_00470,t1,trial_02486,perturb_01,True,rule_hc3,,True,True
dtest_case_0363,chk_00413,t2,trial_02487,perturb_06,True,rule_consistency,,False,True
dtest_case_0312,chk_00228,t0,trial_02488,perturb_00,True,rule_hc2,,True,False
dtest_case_0070,chk_00507,t2,trial_02489,perturb_05,False,none,ERR_CONSTRAINT,False,False
dtest_case_0274,chk_00502,t1,trial_02490,perturb_03,True,rule_hc2,,False,True
dtest_case_0041,chk_00795,t2,trial_02491,perturb_05,True,none,,False,False
dtest_case_0141,chk_00919,t2,trial_02492,perturb_04,False,rule_hc2,ERR_SCHEMA,False,False
dtest_case_0239,chk_00691,t0,trial_02493,perturb_04,True,rule_hc2,,True,False
dtest_case_0035,chk_00463,t2,trial_02494,perturb_09,True,rule_hc1,,True,False
dtest_case_0349,chk_00978,t1,trial_02495,perturb_04,True,rule_hc3,,True,False
dtest_case_0158,chk_00790,t1,trial_02496,perturb_01,True,rule_hc3,,True,True
dtest_case_0131,chk_00738,t2,trial_02497,perturb_06,True,rule_hc1,,True,False
dtest_case_0123,chk_00987,t2,trial_02498,perturb_03,True,rule_typecheck,,True,False
dtest_case_0218,chk_00841,t1,trial_02499,perturb_01,True,rule_consistency,,False,False
dtest_case_0087,chk_00074,t0,trial_02500,perturb_09,False,rule_consistency,ERR_FORMAT,False,True
dtest_case_0274,chk_00083,t0,trial_02501,perturb_00,True,rule_typecheck,,True,True
dtest_case_0248,chk_00646,t0,trial_02502,perturb_03,True,rule_hc2,,True,False
dtest_case_0022,chk_00719,t2,trial_02503,perturb_09,True,rule_consistency,,True,False
dtest_case_0330,chk_00579,t0,trial_02504,perturb_06,True,rule_typecheck,,True,False
dtest_case_0152,chk_00237,t2,trial_02505,perturb_07,False,rule_hc3,ERR_CONSTRAINT,False,True
dtest_case_0365,chk_00918,t0,trial_02506,perturb_03,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0154,chk_00545,t0,trial_02507,perturb_05,True,rule_hc3,,True,False
dtest_case_0174,chk_00092,t2,trial_02508,perturb_04,True,rule_hc2,,True,False
dtest_case_0349,chk_00985,t1,trial_02509,perturb_01,False,rule_typecheck,ERR_TYPE,False,True
dtest_case_0363,chk_00598,t1,trial_02510,perturb_09,True,none,,True,False
dtest_case_0103,chk_00854,t0,trial_02511,perturb_03,True,rule_typecheck,,True,False
dtest_case_0096,chk_00633,t2,trial_02512,perturb_02,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0253,chk_00982,t1,trial_02513,perturb_00,True,rule_typecheck,,True,False
dtest_case_0286,chk_00931,t2,trial_02514,perturb_06,True,rule_hc3,,True,False
dtest_case_0004,chk_00352,t2,trial_02515,perturb_07,True,rule_typecheck,,False,False
dtest_case_0106,chk_00013,t0,trial_02516,perturb_05,True,rule_consistency,,True,False
dtest_case_0200,chk_00215,t1,trial_02517,perturb_00,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0266,chk_00923,t1,trial_02518,perturb_02,True,rule_typecheck,,True,False
dtest_case_0166,chk_00559,t2,trial_02519,perturb_05,True,rule_hc1,,True,False
dtest_case_0054,chk_00696,t0,trial_02520,perturb_07,True,rule_consistency,,True,False
dtest_case_0136,chk_00894,t2,trial_02521,perturb_09,True,rule_hc1,,True,False
dtest_case_0101,chk_00654,t1,trial_02522,perturb_07,True,rule_hc3,,True,False
dtest_case_0256,chk_00423,t1,trial_02523,perturb_04,True,rule_typecheck,,True,False
dtest_case_0122,chk_00033,t1,trial_02524,perturb_06,True,rule_consistency,,True,False
dtest_case_0094,chk_00275,t0,trial_02525,perturb_07,True,rule_consistency,,True,False
dtest_case_0059,chk_00365,t0,trial_02526,perturb_01,True,rule_hc3,,True,False
dtest_case_0107,chk_00455,t0,trial_02527,perturb_03,True,rule_hc2,,True,False
dtest_case_0316,chk_00729,t1,trial_02528,perturb_09,True,rule_hc1,,True,False
dtest_case_0051,chk_00264,t2,trial_02529,perturb_08,True,rule_hc2,,True,False
dtest_case_0174,chk_00604,t0,trial_02530,perturb_05,False,rule_consistency,ERR_CONSTRAINT,False,True
dtest_case_0174,chk_00391,t0,trial_02531,perturb_06,True,rule_hc2,,False,False
dtest_case_0278,chk_00256,t2,trial_02532,perturb_06,False,rule_hc1,ERR_FORMAT,False,False
dtest_case_0219,chk_00936,t2,trial_02533,perturb_00,True,none,,True,False
dtest_case_0046,chk_00185,t2,trial_02534,perturb_02,False,rule_typecheck,ERR_SCHEMA,False,False
dtest_case_0164,chk_00163,t2,trial_02535,perturb_01,False,rule_hc3,ERR_SCHEMA,False,False
dtest_case_0300,chk_00368,t0,trial_02536,perturb_08,True,rule_hc1,,True,False
dtest_case_0192,chk_00925,t2,trial_02537,perturb_06,True,rule_hc2,,True,False
dtest_case_0156,chk_00126,t2,trial_02538,perturb_01,True,none,,True,False
dtest_case_0038,chk_00327,t0,trial_02539,perturb_04,True,none,,True,False
dtest_case_0334,chk_00327,t1,trial_02540,perturb_03,False,rule_hc3,ERR_CONSTRAINT,False,False
dtest_case_0195,chk_00062,t1,trial_02541,perturb_00,False,rule_hc3,ERR_CONSTRAINT,False,True
dtest_case_0356,chk_00991,t2,trial_02542,perturb_08,False,rule_hc3,ERR_TYPE,False,False
dtest_case_0133,chk_00024,t1,trial_02543,perturb_01,False,rule_typecheck,ERR_TYPE,False,False
dtest_case_0332,chk_00663,t2,trial_02544,perturb_01,True,rule_hc2,,True,False
dtest_case_0357,chk_00658,t2,trial_02545,perturb_08,False,rule_hc2,ERR_TYPE,False,True
dtest_case_0282,chk_00418,t0,trial_02546,perturb_06,True,rule_hc2,,True,False
dtest_case_0096,chk_00976,t1,trial_02547,perturb_01,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0182,chk_00816,t1,trial_02548,perturb_07,True,rule_hc1,,True,True
dtest_case_0002,chk_00996,t1,trial_02549,perturb_07,True,rule_hc1,,True,False
dtest_case_0052,chk_00799,t2,trial_02550,perturb_06,True,rule_hc3,,True,False
dtest_case_0103,chk_00850,t1,trial_02551,perturb_09,False,none,ERR_CONSTRAINT,False,False
dtest_case_0295,chk_00329,t2,trial_02552,perturb_01,False,rule_hc1,ERR_TYPE,False,False
dtest_case_0338,chk_00546,t2,trial_02553,perturb_01,False,rule_typecheck,ERR_SCHEMA,False,False
dtest_case_0357,chk_00335,t0,trial_02554,perturb_09,True,rule_hc1,,True,False
dtest_case_0145,chk_00717,t1,trial_02555,perturb_09,True,none,,True,False
dtest_case_0139,chk_00804,t2,trial_02556,perturb_09,True,rule_hc2,,False,False
dtest_case_0343,chk_00682,t1,trial_02557,perturb_06,True,rule_consistency,,True,False
dtest_case_0068,chk_00177,t1,trial_02558,perturb_04,True,rule_hc3,,True,False
dtest_case_0038,chk_00951,t2,trial_02559,perturb_07,True,rule_hc1,,True,False
dtest_case_0287,chk_00988,t1,trial_02560,perturb_09,False,rule_hc2,ERR_CONSTRAINT,False,False
dtest_case_0242,chk_00621,t0,trial_02561,perturb_03,False,rule_typecheck,ERR_TYPE,False,False
dtest_case_0026,chk_00515,t0,trial_02562,perturb_08,False,rule_typecheck,ERR_FORMAT,False,False
dtest_case_0008,chk_00015,t2,trial_02563,perturb_02,True,rule_consistency,,True,False
dtest_case_0339,chk_00108,t1,trial_02564,perturb_01,False,rule_typecheck,ERR_CONSTRAINT,False,False
dtest_case_0184,chk_00174,t2,trial_02565,perturb_00,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0169,chk_00810,t1,trial_02566,perturb_07,False,rule_hc1,ERR_CONSTRAINT,False,False
dtest_case_0194,chk_00334,t1,trial_02567,perturb_08,True,rule_hc2,,True,False
dtest_case_0054,chk_00134,t0,trial_02568,perturb_06,True,rule_typecheck,,False,False
dtest_case_0328,chk_00001,t1,trial_02569,perturb_08,False,none,ERR_CONSTRAINT,False,False
dtest_case_0122,chk_00396,t0,trial_02570,perturb_09,False,none,ERR_TYPE,False,True
dtest_case_0250,chk_00860,t2,trial_02571,perturb_02,False,rule_typecheck,ERR_CONSTRAINT,False,False
dtest_case_0265,chk_00585,t1,trial_02572,perturb_01,True,rule_hc2,,True,False
dtest_case_0353,chk_00751,t2,trial_02573,perturb_06,True,rule_hc1,,False,False
dtest_case_0338,chk_00061,t2,trial_02574,perturb_04,False,rule_hc2,ERR_SCHEMA,False,False
dtest_case_0071,chk_00461,t1,trial_02575,perturb_05,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0126,chk_00340,t1,trial_02576,perturb_07,False,rule_hc3,ERR_FORMAT,False,False
dtest_case_0274,chk_00972,t1,trial_02577,perturb_07,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0044,chk_00326,t0,trial_02578,perturb_07,True,rule_hc3,,True,True
dtest_case_0050,chk_00584,t1,trial_02579,perturb_03,True,rule_hc1,,True,False
dtest_case_0194,chk_00500,t2,trial_02580,perturb_06,True,rule_consistency,,False,False
dtest_case_0099,chk_00074,t0,trial_02581,perturb_07,True,rule_typecheck,,True,False
dtest_case_0063,chk_00928,t2,trial_02582,perturb_05,True,rule_typecheck,,True,False
dtest_case_0342,chk_00344,t0,trial_02583,perturb_02,False,none,ERR_SCHEMA,False,False
dtest_case_0122,chk_00748,t1,trial_02584,perturb_08,True,rule_hc2,,True,False
dtest_case_0365,chk_00486,t2,trial_02585,perturb_08,True,rule_consistency,,True,False
dtest_case_0261,chk_00169,t0,trial_02586,perturb_09,False,rule_hc1,ERR_TYPE,False,True
dtest_case_0193,chk_00801,t1,trial_02587,perturb_05,False,rule_hc3,ERR_TYPE,False,False
dtest_case_0304,chk_00005,t2,trial_02588,perturb_01,True,rule_hc3,,True,False
dtest_case_0128,chk_00195,t2,trial_02589,perturb_05,True,rule_consistency,,True,False
dtest_case_0280,chk_00758,t2,trial_02590,perturb_04,False,rule_hc1,ERR_FORMAT,False,False
dtest_case_0103,chk_00539,t1,trial_02591,perturb_00,True,none,,True,True
dtest_case_0127,chk_00350,t0,trial_02592,perturb_02,False,rule_consistency,ERR_SCHEMA,False,True
dtest_case_0313,chk_00925,t0,trial_02593,perturb_00,False,rule_hc2,ERR_SCHEMA,False,False
dtest_case_0322,chk_00483,t2,trial_02594,perturb_07,True,rule_typecheck,,False,False
dtest_case_0288,chk_00877,t2,trial_02595,perturb_05,True,none,,True,False
dtest_case_0347,chk_00918,t2,trial_02596,perturb_06,False,rule_hc3,ERR_FORMAT,False,False
dtest_case_0218,chk_00941,t1,trial_02597,perturb_08,True,rule_hc1,,True,False
dtest_case_0201,chk_00841,t1,trial_02598,perturb_00,True,rule_hc2,,True,False
dtest_case_0127,chk_00729,t1,trial_02599,perturb_04,True,rule_typecheck,,True,False
dtest_case_0054,chk_00695,t2,trial_02600,perturb_09,True,rule_hc1,,True,False
dtest_case_0014,chk_00322,t0,trial_02601,perturb_06,False,rule_hc3,ERR_FORMAT,False,False
dtest_case_0307,chk_00643,t0,trial_02602,perturb_06,True,none,,True,True
dtest_case_0150,chk_00428,t0,trial_02603,perturb_00,True,rule_typecheck,,True,False
dtest_case_0016,chk_00695,t2,trial_02604,perturb_02,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0343,chk_00968,t2,trial_02605,perturb_06,True,rule_hc1,,False,False
dtest_case_0007,chk_00907,t0,trial_02606,perturb_07,False,rule_typecheck,ERR_SCHEMA,False,False
dtest_case_0222,chk_00453,t2,trial_02607,perturb_05,False,rule_hc2,ERR_FORMAT,False,False
dtest_case_0358,chk_00436,t0,trial_02608,perturb_05,True,none,,True,False
dtest_case_0171,chk_00144,t1,trial_02609,perturb_00,False,rule_typecheck,ERR_FORMAT,False,False
dtest_case_0115,chk_00719,t0,trial_02610,perturb_01,True,rule_consistency,,True,True
dtest_case_0240,chk_00514,t1,trial_02611,perturb_06,True,rule_hc2,,True,False
dtest_case_0022,chk_00592,t1,trial_02612,perturb_06,True,rule_consistency,,True,False
dtest_case_0282,chk_00413,t1,trial_02613,perturb_06,False,rule_consistency,ERR_FORMAT,False,False
dtest_case_0246,chk_00298,t0,trial_02614,perturb_06,True,rule_hc3,,True,False
dtest_case_0011,chk_00393,t2,trial_02615,perturb_05,True,rule_hc3,,True,False
dtest_case_0089,chk_00940,t0,trial_02616,perturb_09,False,rule_typecheck,ERR_FORMAT,False,False
dtest_case_0265,chk_00117,t0,trial_02617,perturb_06,True,rule_hc2,,True,False
dtest_case_0151,chk_00754,t1,trial_02618,perturb_09,False,rule_consistency,ERR_SCHEMA,False,False
dtest_case_0227,chk_00138,t2,trial_02619,perturb_09,True,rule_hc1,,True,False
dtest_case_0033,chk_00594,t1,trial_02620,perturb_01,False,rule_hc2,ERR_CONSTRAINT,False,True
dtest_case_0251,chk_00059,t0,trial_02621,perturb_08,True,rule_hc2,,True,False
dtest_case_0104,chk_00732,t0,trial_02622,perturb_06,False,none,ERR_TYPE,False,False
dtest_case_0317,chk_00122,t0,trial_02623,perturb_03,False,rule_hc3,ERR_FORMAT,False,False
dtest_case_0024,chk_00340,t2,trial_02624,perturb_04,True,rule_hc3,,False,False
dtest_case_0305,chk_00745,t1,trial_02625,perturb_02,True,rule_hc3,,True,True
dtest_case_0172,chk_00320,t2,trial_02626,perturb_08,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0138,chk_00868,t0,trial_02627,perturb_07,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0176,chk_00695,t1,trial_02628,perturb_02,True,none,,True,False
dtest_case_0103,chk_00654,t2,trial_02629,perturb_02,False,none,ERR_TYPE,False,False
dtest_case_0012,chk_00219,t1,trial_02630,perturb_01,False,none,ERR_CONSTRAINT,False,False
