case_id,model_name,predicted_onset,predicted_pattern,score_or_rank,included_terms
dtest_case_0274,I_nec_only,t2,boundary_case,0.344,I_nec
dtest_case_0274,A_plus_I_nec,none,boundary_case,0.555,A+I_nec
dtest_case_0274,step_FE_plus_lag,t0,boundary_case,0.437,step_FE+lag
dtest_case_0275,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0275,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0275,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0275,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0275,endpoint_heuristic_uniform_random_seeded,t1,local_verification_collapse,0.416,random
dtest_case_0275,simple_step_level,none,burst_associated_degradation,0.325,step_FE
dtest_case_0275,descriptive_error_label,t0,local_verification_collapse,0.298,error_label
dtest_case_0275,step_FE_only,t0,unverifiable_or_excluded,0.526,step_FE
dtest_case_0275,lag_only,t0,dependency_mediated_propagation,0.318,lag
dtest_case_0275,A_only,t2,local_verification_collapse,0.595,A
dtest_case_0275,I_nec_only,none,dependency_mediated_propagation,0.424,I_nec
dtest_case_0275,A_plus_I_nec,t2,unverifiable_or_excluded,0.355,A+I_nec
dtest_case_0275,step_FE_plus_lag,t2,boundary_case,0.407,step_FE+lag
dtest_case_0276,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0276,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0276,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0276,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0276,endpoint_heuristic_uniform_random_seeded,t2,local_verification_collapse,0.458,random
dtest_case_0276,simple_step_level,t2,burst_associated_degradation,0.589,step_FE
dtest_case_0276,descriptive_error_label,t0,dependency_mediated_propagation,0.284,error_label
dtest_case_0276,step_FE_only,t2,boundary_case,0.43,step_FE
dtest_case_0276,lag_only,none,burst_associated_degradation,0.5,lag
dtest_case_0276,A_only,t0,boundary_case,0.432,A
dtest_case_0276,I_nec_only,t2,dependency_mediated_propagation,0.243,I_nec
dtest_case_0276,A_plus_I_nec,none,boundary_case,0.644,A+I_nec
dtest_case_0276,step_FE_plus_lag,t2,unverifiable_or_excluded,0.386,step_FE+lag
dtest_case_0277,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0277,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0277,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0277,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0277,endpoint_heuristic_uniform_random_seeded,t1,local_verification_collapse,0.499,random
dtest_case_0277,simple_step_level,t0,dependency_mediated_propagation,0.438,step_FE
dtest_case_0277,descriptive_error_label,t1,dependency_mediated_propagation,0.547,error_label
dtest_case_0277,step_FE_only,t2,burst_associated_degradation,0.546,step_FE
dtest_case_0277,lag_only,t0,local_verification_collapse,0.256,lag
dtest_case_0277,A_only,none,boundary_case,0.36,A
dtest_case_0277,I_nec_only,t2,burst_associated_degradation,0.379,I_nec
dtest_case_0277,A_plus_I_nec,t2,local_verification_collapse,0.406,A+I_nec
dtest_case_0277,step_FE_plus_lag,t2,unverifiable_or_excluded,0.383,step_FE+lag
dtest_case_0278,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0278,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0278,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0278,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0278,endpoint_heuristic_uniform_random_seeded,not_identifiable,local_verification_collapse,0.404,random
dtest_case_0278,simple_step_level,t1,dependency_mediated_propagation,0.448,step_FE
dtest_case_0278,descriptive_error_label,t0,dependency_mediated_propagation,0.493,error_label
dtest_case_0278,step_FE_only,none,unverifiable_or_excluded,0.443,step_FE
dtest_case_0278,lag_only,none,burst_associated_degradation,0.377,lag
dtest_case_0278,A_only,t2,dependency_mediated_propagation,0.598,A
dtest_case_0278,I_nec_only,t0,dependency_mediated_propagation,0.385,I_nec
dtest_case_0278,A_plus_I_nec,t2,unverifiable_or_excluded,0.464,A+I_nec
dtest_case_0278,step_FE_plus_lag,t0,burst_associated_degradation,0.57,step_FE+lag
dtest_case_0279,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0279,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0279,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0279,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0279,endpoint_heuristic_uniform_random_seeded,t1,boundary_case,0.207,random
dtest_case_0279,simple_step_level,t2,unverifiable_or_excluded,0.52,step_FE
dtest_case_0279,descriptive_error_label,t1,burst_associated_degradation,0.319,error_label
dtest_case_0279,step_FE_only,none,local_verification_collapse,0.524,step_FE
dtest_case_0279,lag_only,none,local_verification_collapse,0.314,lag
dtest_case_0279,A_only,t1,burst_associated_degradation,0.501,A
dtest_case_0279,I_nec_only,t1,local_verification_collapse,0.237,I_nec
dtest_case_0279,A_plus_I_nec,t0,boundary_case,0.386,A+I_nec
dtest_case_0279,step_FE_plus_lag,t2,unverifiable_or_excluded,0.412,step_FE+lag
dtest_case_0280,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0280,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0280,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0280,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0280,endpoint_heuristic_uniform_random_seeded,not_identifiable,unverifiable_or_excluded,0.287,random
dtest_case_0280,simple_step_level,t2,local_verification_collapse,0.324,step_FE
dtest_case_0280,descriptive_error_label,t0,burst_associated_degradation,0.338,error_label
dtest_case_0280,step_FE_only,t0,burst_associated_degradation,0.345,step_FE
dtest_case_0280,lag_only,t2,boundary_case,0.267,lag
dtest_case_0280,A_only,none,boundary_case,0.439,A
dtest_case_0280,I_nec_only,t0,local_verification_collapse,0.223,I_nec
dtest_case_0280,A_plus_I_nec,t0,dependency_mediated_propagation,0.571,A+I_nec
dtest_case_0280,step_FE_plus_lag,t0,unverifiable_or_excluded,0.535,step_FE+lag
dtest_case_0281,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0281,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0281,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0281,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0281,endpoint_heuristic_uniform_random_seeded,t0,dependency_mediated_propagation,0.229,random
dtest_case_0281,simple_step_level,t1,dependency_mediated_propagation,0.434,step_FE
dtest_case_0281,descriptive_error_label,t0,local_verification_collapse,0.503,error_label
dtest_case_0281,step_FE_only,t0,dependency_mediated_propagation,0.516,step_FE
dtest_case_0281,lag_only,t1,dependency_mediated_propagation,0.322,lag
dtest_case_0281,A_only,t2,unverifiable_or_excluded,0.302,A
dtest_case_0281,I_nec_only,t2,boundary_case,0.236,I_nec
dtest_case_0281,A_plus_I_nec,none,boundary_case,0.443,A+I_nec
dtest_case_0281,step_FE_plus_lag,t0,burst_associated_degradation,0.447,step_FE+lag
dtest_case_0282,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0282,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0282,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0282,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0282,endpoint_heuristic_uniform_random_seeded,t1,dependency_mediated_propagation,0.359,random
dtest_case_0282,simple_step_level,t1,boundary_case,0.517,step_FE
dtest_case_0282,descriptive_error_label,t0,boundary_case,0.534,error_label
dtest_case_0282,step_FE_only,none,unverifiable_or_excluded,0.415,step_FE
dtest_case_0282,lag_only,t2,local_verification_collapse,0.299,lag
dtest_case_0282,A_only,none,boundary_case,0.361,A
dtest_case_0282,I_nec_only,t0,local_verification_collapse,0.309,I_nec
dtest_case_0282,A_plus_I_nec,t0,boundary_case,0.454,A+I_nec
dtest_case_0282,step_FE_plus_lag,t2,burst_associated_degradation,0.446,step_FE+lag
dtest_case_0283,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0283,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0283,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0283,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0283,endpoint_heuristic_uniform_random_seeded,not_identifiable,burst_associated_degradation,0.232,random
dtest_case_0283,simple_step_level,t2,dependency_mediated_propagation,0.442,step_FE
dtest_case_0283,descriptive_error_label,t1,unverifiable_or_excluded,0.373,error_label
dtest_case_0283,step_FE_only,t1,unverifiable_or_excluded,0.429,step_FE
dtest_case_0283,lag_only,t2,dependency_mediated_propagation,0.457,lag
dtest_case_0283,A_only,t1,unverifiable_or_excluded,0.545,A
dtest_case_0283,I_nec_only,t0,burst_associated_degradation,0.359,I_nec
dtest_case_0283,A_plus_I_nec,t1,boundary_case,0.46,A+I_nec
dtest_case_0283,step_FE_plus_lag,t0,boundary_case,0.574,step_FE+lag
dtest_case_0284,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0284,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0284,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0284,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0284,endpoint_heuristic_uniform_random_seeded,t0,burst_associated_degradation,0.2,random
dtest_case_0284,simple_step_level,t2,dependency_mediated_propagation,0.337,step_FE
dtest_case_0284,descriptive_error_label,t2,burst_associated_degradation,0.465,error_label
dtest_case_0284,step_FE_only,t1,dependency_mediated_propagation,0.485,step_FE
dtest_case_0284,lag_only,t2,local_verification_collapse,0.389,lag
dtest_case_0284,A_only,t2,burst_associated_degradation,0.512,A
dtest_case_0284,I_nec_only,none,burst_associated_degradation,0.292,I_nec
dtest_case_0284,A_plus_I_nec,none,boundary_case,0.423,A+I_nec
dtest_case_0284,step_FE_plus_lag,none,unverifiable_or_excluded,0.364,step_FE+lag
dtest_case_0285,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0285,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0285,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0285,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0285,endpoint_heuristic_uniform_random_seeded,t2,local_verification_collapse,0.409,random
dtest_case_0285,simple_step_level,t1,dependency_mediated_propagation,0.432,step_FE
dtest_case_0285,descriptive_error_label,t0,unverifiable_or_excluded,0.302,error_label
dtest_case_0285,step_FE_only,t1,boundary_case,0.424,step_FE
dtest_case_0285,lag_only,t0,local_verification_collapse,0.318,lag
dtest_case_0285,A_only,t0,unverifiable_or_excluded,0.459,A
dtest_case_0285,I_nec_only,none,local_verification_collapse,0.322,I_nec
dtest_case_0285,A_plus_I_nec,t0,boundary_case,0.571,A+I_nec
dtest_case_0285,step_FE_plus_lag,none,local_verification_collapse,0.536,step_FE+lag
dtest_case_0286,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0286,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0286,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0286,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0286,endpoint_heuristic_uniform_random_seeded,t1,local_verification_collapse,0.259,random
dtest_case_0286,simple_step_level,t1,burst_associated_degradation,0.352,step_FE
dtest_case_0286,descriptive_error_label,t0,local_verification_collapse,0.42,error_label
dtest_case_0286,step_FE_only,none,local_verification_collapse,0.544,step_FE
dtest_case_0286,lag_only,none,unverifiable_or_excluded,0.479,lag
dtest_case_0286,A_only,t0,boundary_case,0.307,A
dtest_case_0286,I_nec_only,t2,burst_associated_degradation,0.423,I_nec
dtest_case_0286,A_plus_I_nec,t2,local_verification_collapse,0.631,A+I_nec
dtest_case_0286,step_FE_plus_lag,t2,boundary_case,0.376,step_FE+lag
dtest_case_0287,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0287,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0287,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0287,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0287,endpoint_heuristic_uniform_random_seeded,t1,dependency_mediated_propagation,0.393,random
dtest_case_0287,simple_step_level,t1,dependency_mediated_propagation,0.429,step_FE
dtest_case_0287,descriptive_error_label,t0,local_verification_collapse,0.382,error_label
dtest_case_0287,step_FE_only,none,burst_associated_degradation,0.516,step_FE
dtest_case_0287,lag_only,none,unverifiable_or_excluded,0.27,lag
dtest_case_0287,A_only,t2,burst_associated_degradation,0.547,A
dtest_case_0287,I_nec_only,t2,dependency_mediated_propagation,0.316,I_nec
dtest_case_0287,A_plus_I_nec,t1,boundary_case,0.382,A+I_nec
dtest_case_0287,step_FE_plus_lag,t1,burst_associated_degradation,0.402,step_FE+lag
dtest_case_0288,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0288,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0288,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0288,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0288,endpoint_heuristic_uniform_random_seeded,t1,unverifiable_or_excluded,0.465,random
dtest_case_0288,simple_step_level,t2,unverifiable_or_excluded,0.364,step_FE
dtest_case_0288,descriptive_error_label,t1,dependency_mediated_propagation,0.257,error_label
dtest_case_0288,step_FE_only,t2,burst_associated_degradation,0.376,step_FE
dtest_case_0288,lag_only,none,dependency_mediated_propagation,0.25,lag
dtest_case_0288,A_only,t0,burst_associated_degradation,0.399,A
dtest_case_0288,I_nec_only,t1,boundary_case,0.207,I_nec
dtest_case_0288,A_plus_I_nec,t0,unverifiable_or_excluded,0.401,A+I_nec
dtest_case_0288,step_FE_plus_lag,t2,burst_associated_degradation,0.503,step_FE+lag
dtest_case_0289,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0289,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0289,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0289,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0289,endpoint_heuristic_uniform_random_seeded,t2,unverifiable_or_excluded,0.26,random
dtest_case_0289,simple_step_level,t0,burst_associated_degradation,0.52,step_FE
dtest_case_0289,descriptive_error_label,t0,local_verification_collapse,0.328,error_label
dtest_case_0289,step_FE_only,t2,unverifiable_or_excluded,0.374,step_FE
dtest_case_0289,lag_only,t0,boundary_case,0.268,lag
dtest_case_0289,A_only,t2,local_verification_collapse,0.455,A
dtest_case_0289,I_nec_only,none,dependency_mediated_propagation,0.246,I_nec
dtest_case_0289,A_plus_I_nec,t1,unverifiable_or_excluded,0.541,A+I_nec
dtest_case_0289,step_FE_plus_lag,t0,unverifiable_or_excluded,0.443,step_FE+lag
dtest_case_0290,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0290,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0290,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0290,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0290,endpoint_heuristic_uniform_random_seeded,t0,burst_associated_degradation,0.391,random
dtest_case_0290,simple_step_level,none,local_verification_collapse,0.572,step_FE
dtest_case_0290,descriptive_error_label,t0,unverifiable_or_excluded,0.315,error_label
dtest_case_0290,step_FE_only,t1,local_verification_collapse,0.486,step_FE
dtest_case_0290,lag_only,t2,dependency_mediated_propagation,0.385,lag
dtest_case_0290,A_only,t2,local_verification_collapse,0.537,A
dtest_case_0290,I_nec_only,t0,local_verification_collapse,0.323,I_nec
dtest_case_0290,A_plus_I_nec,t2,local_verification_collapse,0.549,A+I_nec
dtest_case_0290,step_FE_plus_lag,t0,dependency_mediated_propagation,0.53,step_FE+lag
dtest_case_0291,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0291,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0291,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0291,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0291,endpoint_heuristic_uniform_random_seeded,not_identifiable,local_verification_collapse,0.207,random
dtest_case_0291,simple_step_level,t0,boundary_case,0.529,step_FE
dtest_case_0291,descriptive_error_label,t2,unverifiable_or_excluded,0.468,error_label
dtest_case_0291,step_FE_only,t2,burst_associated_degradation,0.515,step_FE
dtest_case_0291,lag_only,t2,unverifiable_or_excluded,0.275,lag
dtest_case_0291,A_only,t1,burst_associated_degradation,0.415,A
dtest_case_0291,I_nec_only,t2,local_verification_collapse,0.411,I_nec
dtest_case_0291,A_plus_I_nec,t2,burst_associated_degradation,0.364,A+I_nec
dtest_case_0291,step_FE_plus_lag,t2,dependency_mediated_propagation,0.357,step_FE+lag
dtest_case_0292,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0292,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0292,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0292,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0292,endpoint_heuristic_uniform_random_seeded,t1,unverifiable_or_excluded,0.39,random
dtest_case_0292,simple_step_level,t1,local_verification_collapse,0.524,step_FE
dtest_case_0292,descriptive_error_label,t1,boundary_case,0.328,error_label
dtest_case_0292,step_FE_only,t1,unverifiable_or_excluded,0.315,step_FE
dtest_case_0292,lag_only,none,boundary_case,0.339,lag
dtest_case_0292,A_only,t1,burst_associated_degradation,0.513,A
dtest_case_0292,I_nec_only,t1,dependency_mediated_propagation,0.425,I_nec
dtest_case_0292,A_plus_I_nec,t2,unverifiable_or_excluded,0.38,A+I_nec
dtest_case_0292,step_FE_plus_lag,t1,unverifiable_or_excluded,0.525,step_FE+lag
dtest_case_0293,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0293,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0293,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0293,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0293,endpoint_heuristic_uniform_random_seeded,t0,dependency_mediated_propagation,0.276,random
dtest_case_0293,simple_step_level,t2,burst_associated_degradation,0.41,step_FE
dtest_case_0293,descriptive_error_label,t2,burst_associated_degradation,0.328,error_label
dtest_case_0293,step_FE_only,t1,boundary_case,0.363,step_FE
dtest_case_0293,lag_only,t0,local_verification_collapse,0.34,lag
dtest_case_0293,A_only,t0,local_verification_collapse,0.44,A
dtest_case_0293,I_nec_only,t1,dependency_mediated_propagation,0.321,I_nec
dtest_case_0293,A_plus_I_nec,t0,boundary_case,0.55,A+I_nec
dtest_case_0293,step_FE_plus_lag,t1,local_verification_collapse,0.533,step_FE+lag
dtest_case_0294,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0294,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0294,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0294,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0294,endpoint_heuristic_uniform_random_seeded,t2,boundary_case,0.356,random
dtest_case_0294,simple_step_level,none,unverifiable_or_excluded,0.42,step_FE
dtest_case_0294,descriptive_error_label,t2,unverifiable_or_excluded,0.302,error_label
dtest_case_0294,step_FE_only,t1,local_verification_collapse,0.496,step_FE
dtest_case_0294,lag_only,t1,unverifiable_or_excluded,0.392,lag
dtest_case_0294,A_only,t1,boundary_case,0.493,A
dtest_case_0294,I_nec_only,none,local_verification_collapse,0.302,I_nec
dtest_case_0294,A_plus_I_nec,none,burst_associated_degradation,0.599,A+I_nec
dtest_case_0294,step_FE_plus_lag,t1,burst_associated_degradation,0.534,step_FE+lag
dtest_case_0295,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0295,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0295,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0295,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0295,endpoint_heuristic_uniform_random_seeded,t2,boundary_case,0.38,random
dtest_case_0295,simple_step_level,t1,burst_associated_degradation,0.387,step_FE
dtest_case_0295,descriptive_error_label,t2,dependency_mediated_propagation,0.337,error_label
dtest_case_0295,step_FE_only,t2,burst_associated_degradation,0.53,step_FE
dtest_case_0295,lag_only,none,local_verification_collapse,0.321,lag
dtest_case_0295,A_only,none,burst_associated_degradation,0.351,A
dtest_case_0295,I_nec_only,t2,burst_associated_degradation,0.431,I_nec
dtest_case_0295,A_plus_I_nec,none,burst_associated_degradation,0.54,A+I_nec
dtest_case_0295,step_FE_plus_lag,none,local_verification_collapse,0.499,step_FE+lag
dtest_case_0296,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0296,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0296,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0296,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0296,endpoint_heuristic_uniform_random_seeded,t1,dependency_mediated_propagation,0.461,random
dtest_case_0296,simple_step_level,t0,boundary_case,0.329,step_FE
dtest_case_0296,descriptive_error_label,t1,dependency_mediated_propagation,0.523,error_label
dtest_case_0296,step_FE_only,t1,burst_associated_degradation,0.366,step_FE
dtest_case_0296,lag_only,none,dependency_mediated_propagation,0.281,lag
dtest_case_0296,A_only,t0,unverifiable_or_excluded,0.579,A
dtest_case_0296,I_nec_only,t2,burst_associated_degradation,0.303,I_nec
dtest_case_0296,A_plus_I_nec,t1,dependency_mediated_propagation,0.391,A+I_nec
dtest_case_0296,step_FE_plus_lag,t0,boundary_case,0.393,step_FE+lag
dtest_case_0297,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0297,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0297,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0297,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0297,endpoint_heuristic_uniform_random_seeded,t1,unverifiable_or_excluded,0.361,random
dtest_case_0297,simple_step_level,t0,burst_associated_degradation,0.308,step_FE
dtest_case_0297,descriptive_error_label,t2,unverifiable_or_excluded,0.375,error_label
dtest_case_0297,step_FE_only,none,local_verification_collapse,0.488,step_FE
dtest_case_0297,lag_only,t0,dependency_mediated_propagation,0.374,lag
dtest_case_0297,A_only,t1,local_verification_collapse,0.464,A
dtest_case_0297,I_nec_only,t1,local_verification_collapse,0.377,I_nec
dtest_case_0297,A_plus_I_nec,t2,burst_associated_degradation,0.477,A+I_nec
dtest_case_0297,step_FE_plus_lag,t2,local_verification_collapse,0.469,step_FE+lag
dtest_case_0298,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0298,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0298,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0298,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0298,endpoint_heuristic_uniform_random_seeded,t2,boundary_case,0.226,random
dtest_case_0298,simple_step_level,t1,dependency_mediated_propagation,0.332,step_FE
dtest_case_0298,descriptive_error_label,t0,local_verification_collapse,0.28,error_label
dtest_case_0298,step_FE_only,t2,burst_associated_degradation,0.442,step_FE
dtest_case_0298,lag_only,t2,burst_associated_degradation,0.418,lag
dtest_case_0298,A_only,none,boundary_case,0.527,A
dtest_case_0298,I_nec_only,none,burst_associated_degradation,0.31,I_nec
dtest_case_0298,A_plus_I_nec,none,local_verification_collapse,0.396,A+I_nec
dtest_case_0298,step_FE_plus_lag,t2,boundary_case,0.488,step_FE+lag
dtest_case_0299,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0299,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0299,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0299,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0299,endpoint_heuristic_uniform_random_seeded,t2,burst_associated_degradation,0.246,random
dtest_case_0299,simple_step_level,t2,unverifiable_or_excluded,0.45,step_FE
dtest_case_0299,descriptive_error_label,t2,unverifiable_or_excluded,0.398,error_label
dtest_case_0299,step_FE_only,t2,dependency_mediated_propagation,0.506,step_FE
dtest_case_0299,lag_only,t2,unverifiable_or_excluded,0.389,lag
dtest_case_0299,A_only,none,dependency_mediated_propagation,0.472,A
dtest_case_0299,I_nec_only,t2,burst_associated_degradation,0.306,I_nec
dtest_case_0299,A_plus_I_nec,t0,local_verification_collapse,0.606,A+I_nec
dtest_case_0299,step_FE_plus_lag,t0,dependency_mediated_propagation,0.523,step_FE+lag
dtest_case_0300,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0300,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0300,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0300,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0300,endpoint_heuristic_uniform_random_seeded,t1,unverifiable_or_excluded,0.484,random
dtest_case_0300,simple_step_level,none,dependency_mediated_propagation,0.526,step_FE
dtest_case_0300,descriptive_error_label,t0,unverifiable_or_excluded,0.446,error_label
dtest_case_0300,step_FE_only,t2,local_verification_collapse,0.345,step_FE
dtest_case_0300,lag_only,t2,burst_associated_degradation,0.367,lag
dtest_case_0300,A_only,none,local_verification_collapse,0.367,A
dtest_case_0300,I_nec_only,none,dependency_mediated_propagation,0.269,I_nec
dtest_case_0300,A_plus_I_nec,t1,boundary_case,0.393,A+I_nec
dtest_case_0300,step_FE_plus_lag,t2,dependency_mediated_propagation,0.396,step_FE+lag
dtest_case_0301,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0301,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0301,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0301,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0301,endpoint_heuristic_uniform_random_seeded,t2,dependency_mediated_propagation,0.246,random
dtest_case_0301,simple_step_level,t2,boundary_case,0.511,step_FE
